등급	어휘	품사	길잡이말	유의어	반의어	주제	대범주	소범주
고급	집집	명사	집집을 방문하다			건축		
고급	집착	명사	집착을 버리다			심리		
고급	집필	명사	원고 집필			예술		
고급	집회	명사	집회에 참석하다			정치		
중급	짓	명사	나쁜 짓					
고급	짓궂다	형용사	짓궂은 농담			심리		
고급	짓누르다	동사	가슴을 짓누르다					
초급	짓다	동사	집을 짓다					
초급	짓다	동사	글을 짓다					
고급	짓밟다	동사	잔디를 짓밟다				인간	신체 행위
고급	짓밟히다	동사	발길에 짓밟히다					
고급	징그럽다	형용사	징그러운 장면			심리	인간	감정
고급	징역	명사	징역을 살다			사회문제	정치와 행정	사법 및 치안 행위
고급	징크스	명사	징크스를 깨다			스포츠		
중급	짖다	동사	강아지가 짖다				동식물	동식물 행위
중급	짙다	형용사	화장이 짙다		옅다	복장 표현하기	개념	색깔
중급	짙다	형용사	눈썹이 짙다					
중급	짙다	형용사	안개가 짙다		옅다			
중급	짚다	동사	지팡이를 짚다				인간	신체 행위
중급	짜다	동사	목도리를 짜다					
중급	짜다	동사	조를 짜다			주말 및 휴가		
중급	짜다	동사	계획을 짜다					
중급	짜다	동사	치약을 짜다					
초급	짜다	형용사	음식이 짜다		싱겁다	음식 주문하기	식생활	맛
고급	짜릿하다	형용사	손끝이 짜릿하다					
고급	짜릿하다	형용사	짜릿한 승리			대중문화	인간	감각
고급	짜임새	명사	짜임새를 갖추다	구성		예술		
초급	짜증	명사	짜증을 내다			감정/기분 표현하기	인간	감정
중급	짜증스럽다	형용사	말투가 짜증스럽다			감정/기분 표현하기	인간	감정
초급	짝	명사	짝을 맞추다					
초급	짝	명사	양말 두 짝				개념	세는 말
초급	짝	명사	짝을 만나다					
고급	짝사랑	명사	짝사랑이 이루어지다			심리	인간	감정
중급	짝수	명사	홀수와 짝수				개념	수
중급	짠맛	명사	짠맛이 나다			음식 설명하기	식생활	맛
고급	짤막하다	형용사	글이 짤막하다				개념	모양
초급	짧다	형용사	다리가 짧다		길다02		개념	모양
초급	짧다	형용사	기간이 짧다		길다02			
초급	짧다	형용사	글이 짧다		길다02			
초급	짬뽕	명사	짬뽕을 시키다			음식 주문하기	식생활	음식
고급	짭짤하다	형용사	국물이 짭짤하다			식문화		
고급	째려보다	동사	카메라를 째려보다			심리	인간	신체 행위
고급	쩔쩔매다	동사	혼자 쩔쩔매다					
고급	쩔쩔매다	동사	상사에게 쩔쩔매다			인간관계	인간	태도
고급	쪼개다	동사	반으로 쪼개다	뻐개다				
고급	쪼그리다	동사	무릎을 쪼그리다					
고급	쪼다	동사	부리로 쪼다			환경문제	동식물	동식물 행위
중급	쪽	명사	쪽 번호	페이지		학교생활		
중급	쪽04/쪽	의존명사/명사	사과 몇 쪽			요리 설명하기		
초급	쪽	의존명사	집 쪽	편02		위치 표현하기	개념	위치 및 방향
초급	쪽	의존명사	이긴 쪽	편02		위치 표현하기		
고급	쪽지	명사	쪽지 시험					
고급	쪽지	명사	쪽지를 받다					
중급	쫓겨나다	동사	집에서 쫓겨나다					
중급	쫓기다	동사	경찰에게 쫓기다					
중급	쫓다	동사	범인을 쫓다					
중급	쫓아가다	동사	학교에 쫓아가다					
중급	쫓아내다	동사	마을에서 쫓아내다					
중급	쫓아내다	동사	팀에서 쫓아내다					
중급	쫓아내다	동사	잡념을 쫓아내다					
중급	쫓아다니다	동사	꽁무니를 쫓아다니다					
중급	쫓아오다	동사	집으로 쫓아오다					
고급	쭈그리다	동사	쭈그려 앉다				인간	신체 행위
중급	쭉	부사	선을 쭉 긋다				개념	위치 및 방향
고급	쯧쯧01/쯧쯧	부사/감탄사	혀를 쯧쯧 차다				인간	소리
초급	찌개	명사	찌개를 끓이다			음식 주문하기	식생활	음식
고급	찌꺼기	명사	음식물 찌꺼기					
초급	찌다	동사	살이 찌다			외모 표현하기	인간	신체 변화
초급	찌다	동사	감자를 찌다			요리 설명하기	식생활	식사 및 조리 행위
고급	찌들다	동사	땀에 찌들다				삶	삶의 상태
중급	찌르다	동사	바늘로 찌르다				인간	신체 행위
고급	찌뿌드드하다	형용사	온몸이 찌뿌드드하다			보건과 의료	인간	감각
중급	찌푸리다	동사	찌푸린 날씨			감정/기분 표현하기	자연	기상 및 기후
중급	찌푸리다	동사	이마를 찌푸리다			감정/기분 표현하기	인간	신체 행위
중급	찍다	동사	나무를 찍다					
초급	찍다	동사	도장을 찍다					
초급	찍다	동사	소금에 찍다					
초급	찍다	동사	사진을 찍다			취미	삶	여가 활동
중급	찍히다	동사	낙인이 찍히다					
중급	찍히다	동사	사진이 찍히다					
고급	찔리다	동사	바늘에 찔리다					
고급	찜	명사	찜 요리			식문화	식생활	음식
고급	찜	명사	갈비찜					
중급	찜질	명사	얼음찜질	찜			삶	치료 행위
중급	찜질	명사	모래찜질	찜				
고급	찜질방	명사	찜질방에 가다			여가생활	삶	여가 시설
중급	찡그리다	동사	얼굴을 찡그리다			감정/기분 표현하기	인간	신체 행위
고급	찡하다01/찡하다	동사/형용사	코끝이 찡하다			심리	인간	감정
고급	찢기다	동사	셔츠가 찢기다					
중급	찢다	동사	종이를 찢다					
중급	찢어지다	동사	종이가 찢어지다					
고급	찧다	동사	방아를 찧다					
초급	차	명사	차를 마시다			음식 주문하기	식생활	음료
초급	차	명사	차를 타다			교통 이용하기	사회생활	교통수단
고급	차	명사	실력 차					
초급	차갑다	형용사	물이 차갑다			날씨와 계절	개념	온도
고급	차곡차곡	부사	차곡차곡 모으다					
고급	차곡차곡	부사	차곡차곡 설명하다	차근차근				
고급	차관	명사	교육부 차관				정치와 행정	정치 및 행정 주체
고급	차근차근	부사	차근차근 말하다	차곡차곡|차근차근히			인간	태도
초급	차다	동사	가득 차다		비다			
초급	차다	동사	공을 차다				인간	신체 행위
초급	차다	동사	시계를 차다			복장 표현하기	의생활	의복 착용 행위
초급	차다	형용사	바람이 차다			날씨와 계절	개념	온도
고급	차단	명사	자외선 차단			컴퓨터와 인터넷		
중급	차도	명사	차도를 넓히다	찻길		교통 이용하기	사회생활	교통 이용 장소
중급	차라리	부사	차라리 그게 낫다					
중급	차량	명사	차량을 통제하다			교통 이용하기	사회생활	교통수단
초급	차례	명사	차례를 지키다				개념	순서
초급	차례	명사	차례가 오다					
고급	차례	명사	차례를 지내다			인간관계	삶	가족 행사
중급	차로	명사	차로를 건너다	찻길		교통 이용하기	사회생활	교통 이용 장소
중급	차리다	동사	밥상을 차리다					
중급	차리다	동사	정신을 차리다					
중급	차리다	동사	격식을 차리다					
고급	차림	명사	정장 차림			외양	의생활	의복 착용 상태
중급	차림표	명사	차림표를 보다	메뉴		음식 설명하기	식생활	식사 및 조리 행위
중급	차마	부사						
중급	차별	명사	인종 차별					
고급	차별화	명사	품질의 차별화			경제 경영		
고급	차분하다	형용사	성격이 차분하다			심리	인간	성격
고급	차분히	부사	차분히 설명하다			심리	인간	성격
중급	차비	명사	차비를 내다	찻삯		교통 이용하기	경제생활	경제 수단
중급	차선	명사	차선을 변경하다			교통 이용하기	사회생활	교통 이용 장소
중급	차선	명사	사 차선					
중급	차원	명사	차원이 다르다					
중급	차이	명사	나이 차이				개념	정도
중급	차이점	명사	공통점과 차이점		공통점		개념	정도
고급	차일피일	부사	차일피일 미루다					
고급	차장	명사	차장으로 승진하다			직장생활	사회생활	직위
고급	차지	명사	아이들 차지					
고급	차질	명사	차질을 빚다					
중급	차차	부사	차차 좋아지다	점점|차츰|점차02|차차로			개념	정도
중급	차창	명사	차창을 열다					
중급	차츰	부사	차츰 나아지다	차차			개념	정도
중급	착각	명사	착각에 빠지다			실수담 말하기	인간	인지 행위
고급	착륙	명사	비행기 착륙		이륙		사회생활	교통 이용 행위
고급	착실하다	형용사	착실한 사람				인간	태도
고급	착오	명사	착오가 생기다				인간	인지 행위
고급	착용	명사	안전띠 착용			외양	의생활	의복 착용 행위
초급	착하다	형용사	착한 사람			성격 표현하기	인간	태도
고급	찬란하다	형용사	햇살이 찬란하다			역사	개념	밝기
고급	찬란하다	형용사	찬란한 역사					
초급	찬물	명사	찬물을 마시다	냉수	더운물	음식 주문하기	식생활	음료
고급	찬반	명사	찬반 토론	가부		사회문제		
고급	찬사	명사	찬사를 보내다			대중문화	사회생활	언어 행위
중급	찬성	명사	찬성과 반대		반대		사회생활	사회 활동
고급	찬송가	명사	찬송가를 부르다	찬송		종교		
고급	찰칵	부사	찰칵 소리			여가생활		
고급	참-	접사	참사랑					
초급	참	부사	참 좋다	참으로			개념	정도
중급	참가	명사	대회 참가			대중매체	사회생활	사회 활동
고급	참가자	명사	참가자를 모집하다	참가인		스포츠		
고급	참견	명사	괜한 참견			인간관계		
중급	참고	명사	참고 자료					
중급	참기름	명사	참기름을 바르다			요리 설명하기	식생활	식재료
초급	참다	동사	기침을 참다					
초급	참다	동사	화를 참다					
고급	참맛	명사	여행의 참맛	진미02		식문화	식생활	맛
고급	참배	명사	신사 참배			역사		
고급	참새	명사	참새가 날다			환경문제	동식물	동물류
